
beritagar.id\	https:\/\/beritagar.id\/artikel\/sains-tekno\/nantikan-gerhana-bulan-parsial-pada-7-agustus	https://www.facebook.com/pg/BeritagarID/
goo.gl\	https:\/\/goo.gl\/FpR8Sk	https://www.facebook.com/pg/BeritagarID/
beritagar.id\	https:\/\/beritagar.id\/artikel\/infografik\/lhkpn-sebelas-mobil-tjahjo-kalah-mahal-dari-luhut	https://www.facebook.com/pg/BeritagarID/
beritagar.id\	https:\/\/beritagar.id\/artikel\/berita\/perilaku-ibu-menyiksa-balitanya-demi-uang	https://www.facebook.com/pg/BeritagarID/
beritagar.id\	https:\/\/beritagar.id\/artikel\/bincang\/ceo-telegram-pavel-durov-kami-akan-hentikan-propaganda-terorisme?utm_content=bufferffdcb&utm_medium=social&utm_source=facebook.com\u00252Flintasme&utm_campaign=buffer	https://www.facebook.com/pg/BeritagarID/
beritagar.id\	https:\/\/beritagar.id\/artikel\/editorial\/menengok-kembali-orientasi-penerapan-otonomi-daerah	https://www.facebook.com/pg/BeritagarID/
www.gohitz.com\	http:\/\/www.gohitz.com\/article\/bugar\/7046\/5_makanan_sehat_yang_ternyata_menyesatkan	https://www.facebook.com/KANTORBERITAANTARA/
www.antarajabar.com\	http:\/\/www.antarajabar.com\/berita\/64699\/emil-pelarangan-becak-hanya-di-jalan-protokol	https://www.facebook.com/KANTORBERITAANTARA/
jambi.antaranews.com\	http:\/\/jambi.antaranews.com\/berita\/320270\/fhk-ancaman-terhadap-harimau-sumatera-masih-tinggi	https://www.facebook.com/KANTORBERITAANTARA/
www.antara.net.id\	http:\/\/www.antara.net.id\/siaran-pers\/2017\/07\/31\/61-jajaki-kemungkinan-kerja-sama-humas-pemprov-kalimantan-barat-kunjungi-antara	https://www.facebook.com/KANTORBERITAANTARA/
Bit.ly\	http:\/\/Bit.ly\/Viqie	https://www.facebook.com/Tips-bunda-cantik-berduit-1441253609448499/?ref=py_c
bit.ly\	http:\/\/bit.ly\/Viqie	https://www.facebook.com/Tips-bunda-cantik-berduit-1441253609448499/?ref=py_c
www.youtube.com\	https:\/\/www.youtube.com\/watch?v=9DurBN2DLbg	https://www.facebook.com/officialworldofgaming/
share.here.com\	http:\/\/share.here.com\/r\/mylocation\/e-eyJuYW1lIjoiQ2FyYSBNZXJhd2F0IEt1bGl0IFdhamFoIGRhbiBUdWJ1aCIsImFkZHJlc3MiOiJDaW1hbmdnaXMsIERlcG9rIER1YSBUaW11ciwgSmF3YSBCYXJhdCwgSW5kb25lc2lhIiwibGF0aXR1ZGUiOi02LjM3NjI0NSwibG9uZ2l0dWRlIjoxMDYuODU0Mjg1LCJwcm92aWRlck5hbWUiOiJmYWNlYm9vayIsInByb3ZpZGVySWQiOjY0MTE0NTYzOTI4MDAzOX0=?link=directions&fb_locale=id_ID&ref=facebook	https://www.facebook.com/Cara-Merawat-Kulit-Wajah-dan-Tubuh-641145639280039/?ref=py_c
www.youtube.com\	https:\/\/www.youtube.com\/channel\/UC11B5f1siqkdP4faEyqLT1g	https://www.facebook.com/Bunda.Dillla/?ref=py_c
Liputan6.com\	http:\/\/Liputan6.com\/	https://www.facebook.com/Sehat-dan-Cantik-Alami-192506307466983/?ref=py_c
www.dunia-ibu.org\	http:\/\/www.dunia-ibu.org\/artikel\/rumah-tangga\/menghadapi-anak-nangis-tanpa-sebab.html	https://www.facebook.com/infoduniaibu/
www.dunia-ibu.org\	http:\/\/www.dunia-ibu.org\/artikel\/rumah-tangga\/bayi-baru-lahir-ada-gigi.html	https://www.facebook.com/infoduniaibu/
